Date,Open,Close,RSI,MACD,MACD_Signal,ATR,SMA_50,OBV,ROC_10,SMA_Ratio,RealizedVol_20,TrendLabel,ExpectedReturn
2020-03-11 00:00:00+05:30,1933.0,1953.7,34.49913485283985,-41.881595234996894,-29.596362369484343,64.77012932388479,2151.09,-12389895.0,-9.389420958653162,-0.09176278072976962,0.022669594409859568,-1,-0.13169882786507647
2020-03-12 00:00:00+05:30,1904.0,1769.85,24.907749557396187,-62.113843917658414,-36.09985867911916,74.09726294360732,2143.135,-21118867.0,-16.658033527971373,-0.1741770817050724,0.030202949158498173,1,-0.06319744611125233
2020-03-13 00:00:00+05:30,1687.9,1806.3,29.11543617112838,-74.34977842495573,-43.74984262828647,91.22960130477824,2136.108,-13089142.0,-14.210401329850397,-0.15439668780791993,0.030708256793919787,-1,-0.08409455793611242
2020-03-16 00:00:00+05:30,1755.0,1696.4,24.633556192274746,-91.85599744434876,-53.37107359149893,96.59891549729409,2126.023,-20933562.0,-15.186361022923279,-0.20207824656647644,0.03248326970240523,-1,-0.035398490921952463
2020-03-17 00:00:00+05:30,1730.0,1658.0,23.284817033688388,-107.58815197584636,-64.21448926836841,97.40256439034451,2115.1740000000004,-26646831.0,-17.153849997501624,-0.21614013787990982,0.032495529889733074,-1,0.08410735826296745
2020-03-18 00:00:00+05:30,1676.8,1654.4,23.156809498068867,-118.97501775436035,-75.1665949655668,96.57380979103418,2104.145,-33905942.0,-18.75061388861605,-0.2137423989316325,0.03219928220382465,-1,0.009248065764023261
2020-03-19 00:00:00+05:30,1559.7,1636.35,22.48923941795783,-127.98039672323193,-85.72935531709983,99.58282337738888,2091.7670000000003,-39041104.0,-21.450172811059907,-0.21771879946475892,0.03188580775972485,1,0.04082256241024251
2020-03-20 00:00:00+05:30,1630.0,1797.45,39.30674522381878,-120.72614495555877,-92.72871324479162,109.75547885043252,2083.429,-30493459.0,-15.416107856285743,-0.137263616854714,0.040702009422726296,-1,-0.026231605886116505
2020-03-23 00:00:00+05:30,1620.0,1669.7,33.16216145908027,-123.85770103552363,-98.95451080293802,114.75151607540163,2072.5519999999997,-37497017.0,-21.10845992109428,-0.19437485766340223,0.04297389421894375,1,0.07261783553931833
2020-03-24 00:00:00+05:30,1653.05,1703.15,35.98401030045882,-122.23133954791183,-103.60987655193279,116.35140778430151,2062.8079999999995,-31142808.0,-13.648693183258542,-0.1743535995594353,0.043511845906198124,1,0.0712503302703813
2020-03-25 00:00:00+05:30,1700.0,1750.3,39.83961260968001,-115.80292140749884,-106.048485523046,117.32630722827999,2053.676,-28377281.0,-10.41101499718483,-0.1477233994067224,0.0438472051224831,1,0.01611152373878766
2020-03-26 00:00:00+05:30,1831.6,1790.95,43.02562092241295,-106.20398501364275,-106.07958542116535,116.76728528340286,2044.9569999999999,-23821210.0,1.1921914286521451,-0.12421141373632782,0.0444210807277137,1,0.019626455233256124
2020-03-27 00:00:00+05:30,1820.0,1824.5,45.58689721520056,-94.79679570206144,-103.82302747734457,115.54105062030264,2036.6709999999998,-19489900.0,1.007584565133146,-0.10417539209818372,0.04480562439867092,-1,-0.06344203891477118
