Date,Open,Close,RSI,MACD,MACD_Signal,ATR,SMA_50,OBV,ROC_10,SMA_Ratio,RealizedVol_20,TrendLabel,ExpectedReturn
2020-03-11 00:00:00+05:30,103.0,103.05,34.282465344592296,-2.893113650833456,-2.568437667909528,3.90102135697965,113.733,-289450440.0,-6.4032697547683926,-0.0939305214845296,0.0192821017237279,-1,-0.1188743328481319
2020-03-12 00:00:00+05:30,99.0,94.35,24.27491885569653,-3.671530697954324,-2.7890562739184874,4.322376974338246,113.18900000000002,-336675683.0,-13.51970669110908,-0.1664384348302399,0.0247231255238449,1,-0.0662427133015368
2020-03-13 00:00:00+05:30,90.0,98.05,33.205204490694,-3.9444041029868657,-3.020125839732163,5.406492904742657,112.72200000000002,-287142625.0,-10.087116001834016,-0.130160926882064,0.0270402910790598,-1,-0.1784803671596124
2020-03-16 00:00:00+05:30,96.0,90.8,26.588516266437427,-4.691590912023912,-3.354418854190513,5.7203148401181805,112.15100000000002,-321792366.0,-14.781792585640542,-0.1903772592308585,0.0307634878905416,-1,-0.1371145374449339
2020-03-17 00:00:00+05:30,91.0,88.1,24.6208644521336,-5.438912874522742,-3.771317658256959,5.99386378010974,111.53500000000004,-343038477.0,-15.206929740134756,-0.2101134173129514,0.0309646590557267,-1,-0.0777525539160044
2020-03-18 00:00:00+05:30,89.0,80.55,20.13392283914441,-6.564718823779415,-4.32999789136145,6.669302081530472,110.73500000000004,-431698267.0,-26.033057851239672,-0.2725877093963068,0.0350821754832303,-1,-0.0515207945375542
2020-03-19 00:00:00+05:30,78.55,78.35,19.044783194454467,-7.547447486886142,-4.973487810466389,6.900066218564011,109.90300000000003,-465545497.0,-27.420101899027337,-0.2870986233314836,0.0351234615657304,1,-0.0102105934907466
2020-03-20 00:00:00+05:30,78.5,81.25,24.81813795714068,-8.000041767247424,-5.578798601822596,6.835775774380868,109.14100000000003,-407043101.0,-24.663885025498377,-0.2555501598849197,0.0361060670020043,-1,-0.0190769230769229
2020-03-23 00:00:00+05:30,74.9,76.4,21.993249927421783,-8.650364445396605,-6.1931117705373975,6.922506076210806,108.26300000000003,-444696691.0,-27.341892534474557,-0.2943110758061389,0.0373563639201308,1,0.0425392670157067
2020-03-24 00:00:00+05:30,78.1,77.55,24.196491591349588,-8.969558971634314,-6.74840121075678,6.753041356481463,107.37900000000003,-430953756.0,-24.635568513119544,-0.277791746989635,0.0380795209052555,1,0.0702772404900065
2020-03-25 00:00:00+05:30,78.0,79.7,28.275217253502888,-8.945912985391686,-7.1879035656837615,6.642109831018502,106.50300000000004,-414481015.0,-22.65890344492965,-0.2516642723679146,0.0391160025230129,0,0.0257214554579674
2020-03-26 00:00:00+05:30,82.0,79.65,28.2371656888978,-8.829427805453534,-7.516208413637716,6.581959128802894,105.619,-454440637.0,-15.58028616852145,-0.2458743218549692,0.0392320508485605,1,0.0571249215317011
2020-03-27 00:00:00+05:30,82.5,83.0,34.588702484073366,-8.370307760710503,-7.687028283052273,6.451104905316973,104.85000000000002,-415077240.0,-15.349311575726665,-0.2083929422985219,0.0411581226159097,-1,-0.0240963855421686
2020-03-30 00:00:00+05:30,79.9,81.75,33.400786257005514,-8.014925301031937,-7.752607686648206,6.29745455493719,104.06100000000002,-432121256.0,-9.966960352422904,-0.2144030904949982,0.0410931392293255,1,-0.0269113149847095
2020-03-31 00:00:00+05:30,82.75,84.2,37.90238923709016,-7.449711974491379,-7.692028544216841,6.1083506581559615,103.38000000000002,-403827975.0,-4.426787741203164,-0.1855291158831497,0.0420319241511426,-1,-0.0314726840855107
2020-04-01 00:00:00+05:30,84.3,81.0,34.61168114504521,-7.177254673361418,-7.589073770045756,5.93989703971625,102.65700000000002,-418183456.0,0.5586592178770999,-0.2109646687512787,0.0401780710339485,-1,0.0518518518518518
2020-04-03 00:00:00+05:30,82.05,79.55,33.204896528979944,-6.997668415514738,-7.470792699139553,5.747761536879374,102.00500000000004,-436503130.0,1.5315890236120122,-0.2201362678300086,0.0401681940330939,1,0.0949088623507228
2020-04-07 00:00:00+05:30,81.6,81.55,37.00799049518815,-6.617677262893949,-7.300169611890432,5.515778569959418,101.36600000000004,-388816441.0,0.3692307692307661,-0.1954896119014268,0.0410406012606431,1,0.0870631514408339
2020-04-08 00:00:00+05:30,81.55,85.2,43.3475446804744,-5.953380180209351,-7.030811725554216,5.586080100676603,100.77500000000003,-350743661.0,11.518324607329845,-0.1545522202927316,0.0428941365539489,1,0.0551643192488262
