Date,Open,Close,RSI,MACD,MACD_Signal,ATR,SMA_50,OBV,ROC_10,SMA_Ratio,RealizedVol_20,TrendLabel,ExpectedReturn
2020-03-11 00:00:00+05:30,227.0,223.5,29.481666065612245,-11.251625174755134,-7.465861951629768,11.585676276628766,265.63,-55260155.0,-14.8895658796649,-0.1586040733350902,0.03096743326782811,-1,-0.16778523489932884
2020-03-12 00:00:00+05:30,210.0,203.2,23.421637166191353,-13.738942504093131,-8.72047806212244,12.504556542583853,264.332,-69375194.0,-22.085889570552155,-0.2312697668084076,0.03356800209899347,1,-0.13164370078740162
2020-03-13 00:00:00+05:30,188.0,214.9,32.08635138029361,-14.597792918769983,-9.89594103345195,14.66494536097072,263.101,-56491253.0,-14.756049186830623,-0.1832034085769343,0.0367872920546249,-1,-0.23522568636575159
2020-03-16 00:00:00+05:30,202.0,186.0,24.66312199030976,-17.409737911251625,-11.398700409011884,15.999592120901381,261.37199999999996,-71658361.0,-21.08612643190496,-0.2883705982278131,0.045278092134160605,-1,-0.12204301075268809
2020-03-17 00:00:00+05:30,188.9,176.45,22.787044556123462,-20.176250507512123,-13.15421042871193,16.167478397979853,259.616,-85755232.0,-24.914893617021285,-0.32034235178109205,0.04572350973426665,-1,-0.0039671294984414684
2020-03-18 00:00:00+05:30,180.05,164.35,20.644303790961267,-23.07905951589271,-15.139180246148086,16.77694422669558,257.598,-104706246.0,-33.31304524244268,-0.3619903881241314,0.046543062661470846,-1,-0.1213872832369941
2020-03-19 00:00:00+05:30,157.8,163.3,20.464470227928995,-25.17409153652261,-17.146162504222993,16.79287678193161,255.61399999999998,-117289309.0,-33.509771986970684,-0.3611461031085933,0.04664643273370082,1,-0.09920391916717708
2020-03-20 00:00:00+05:30,167.0,175.75,28.425901165650796,-25.535451763095637,-18.824020355997522,16.721957011793638,253.56699999999998,-109839894.0,-28.88933845842606,-0.30688930341882026,0.051964041954876104,-1,-0.13627311522048358
2020-03-23 00:00:00+05:30,158.2,144.4,22.357150648406655,-28.02842115128709,-20.664900515055436,18.35967436809409,250.89699999999996,-117262835.0,-39.53098827470687,-0.42446501950999804,0.06220482080217572,1,0.037396121883656486
2020-03-24 00:00:00+05:30,149.25,147.1,23.86473563897366,-29.446805473644645,-22.421281506773276,18.09469762751594,248.26699999999997,-110775792.0,-35.778214363676064,-0.4074927396714021,0.06197175557040842,1,0.02957171991842289
