Date,Open,Close,RSI,MACD,MACD_Signal,ATR,SMA_50,OBV,ROC_10,SMA_Ratio,RealizedVol_20,TrendLabel,ExpectedReturn
2020-03-11 00:00:00+05:30,528.1,549.8,24.451833360126468,-35.0271052502419,-22.813357341058428,24.70187535099642,691.091,-241891090.0,-18.55418117176506,-0.2044463030194288,0.0329788788237096,-1,-0.1194979992724626
2020-03-12 00:00:00+05:30,517.1,506.6,20.12324311679059,-41.310432433213805,-26.512772359489503,26.508884254496675,686.8330000000001,-295580086.0,-23.635815495930046,-0.2624116779479146,0.0358461373051582,1,-0.0517173312277932
2020-03-13 00:00:00+05:30,475.65,526.8,26.660911156771235,-44.15109695054832,-30.040437277701265,31.340392522032623,682.7350000000001,-225270048.0,-20.26638413803543,-0.2283975480969924,0.037449071173997,-1,-0.1237661351556567
2020-03-16 00:00:00+05:30,505.45,484.1,22.47359152552902,-49.2798102111318,-33.888311864387376,32.51607877045886,677.7650000000001,-262187238.0,-23.547062539482,-0.2857406328152089,0.040134560721153,-1,-0.0964676719686016
2020-03-17 00:00:00+05:30,499.1,480.4,22.14897303616649,-53.03159626758736,-37.71696874502737,32.12921600114037,673.0610000000001,-305782384.0,-23.41782241351825,-0.2862459717618464,0.0397193487365566,-1,0.00988759367194
2020-03-18 00:00:00+05:30,488.65,461.6,20.5265727273874,-56.86639621190341,-41.54685423840258,32.38427200105891,667.7610000000002,-348691536.0,-27.874999999999996,-0.3087347119703009,0.0398681877997906,-1,-0.0871967071057192
2020-03-19 00:00:00+05:30,438.5,437.4,18.634395012021223,-61.15330333395275,-45.46814405751262,32.67110971526899,662.0850000000002,-407592224.0,-31.495693030540327,-0.3393597498810577,0.0403764855247545,1,0.0278920896204848
2020-03-20 00:00:00+05:30,447.8,485.15,31.961681826633797,-60.00597069927392,-48.37570938586488,34.323173307035496,657.0320000000002,-346812676.0,-22.3635781725076,-0.2616036966236045,0.049046001156082,-1,0.0631763372152942
2020-03-23 00:00:00+05:30,436.65,421.35,25.865547272187943,-63.51269332795266,-51.40310617428244,36.71794664224724,650.7070000000001,-385825930.0,-30.44160132067685,-0.3524735403184537,0.0551529678882347,1,0.206004509315296
2020-03-24 00:00:00+05:30,443.25,449.6,32.04602757658228,-63.28277295637111,-53.77903953070017,37.02023616780101,644.9850000000001,-341933092.0,-15.329566854990585,-0.302929525492841,0.0587827433100751,1,0.1295596085409252
2020-03-25 00:00:00+05:30,459.35,515.8,43.85781612660594,-57.10055303041543,-54.44334223064322,41.46164787010093,640.7230000000001,-271783840.0,-6.184066933430343,-0.1949719301476614,0.0695977207761339,-1,-0.0478867778208607
2020-03-26 00:00:00+05:30,522.25,508.15,42.92918845288154,-52.21647128751101,-53.99796804201678,41.03581587937944,636.3600000000001,-315663274.0,0.3059613106987768,-0.2014740084229054,0.069588472146196,0,0.0445734527206533
2020-03-27 00:00:00+05:30,521.9,507.85,42.890835074576216,-47.81878363950875,-52.76213116151517,40.18682903085233,631.8570000000001,-355622670.0,-3.597190584662102,-0.1962580140759697,0.0696109097418205,-1,0.0139805060549376
2020-03-30 00:00:00+05:30,495.95,491.1,40.70423775166572,-45.16454079689157,-51.24261308859045,39.18419838579145,626.609,-384620338.0,1.4459822350753937,-0.21625766626397,0.069435951085507,1,0.0456118916717571
2020-03-31 00:00:00+05:30,511.85,530.8,47.53173303106454,-39.40335861766846,-48.87476219440605,39.77104135823491,622.619,-342132060.0,10.491257285595324,-0.1474722101317178,0.0723702248949709,-1,0.0828937452901281
2020-04-01 00:00:00+05:30,534.9,514.95,45.28960834464996,-35.70495823659428,-46.2408014028437,39.63382411836098,618.297,-382033662.0,11.55762564991334,-0.1671478270151722,0.0722872497029583,-1,0.1034080978735798
2020-04-03 00:00:00+05:30,540.7,513.5,45.080108126596,-32.51612650513624,-43.49586642330221,39.46712239562091,613.951,-421714838.0,17.398262459990853,-0.1636140343447604,0.0722852672286844,1,0.1322297955209346
2020-04-07 00:00:00+05:30,525.25,574.8,54.634240534489365,-24.75717142772453,-39.74812742418668,41.29804222450513,610.893,-369555664.0,18.47882098320106,-0.059082359758583,0.0776082148486829,-1,-0.0140048712595685
2020-04-08 00:00:00+05:30,562.4,568.2,53.55399714407885,-18.92258073826838,-35.58301808700302,40.6981820656119,607.753,-417402452.0,34.85226059095763,-0.065080715356403,0.0773450385754363,1,-0.0355508623724041
2020-04-09 00:00:00+05:30,578.6,581.4,55.451173295819686,-13.08268682785956,-31.082951835174327,39.17331191806819,605.0210000000001,-385716102.0,29.314946619217075,-0.0390416200429407,0.0718212475375002,-1,-0.0424836601307188
2020-04-13 00:00:00+05:30,573.8,566.75,52.870000928657056,-9.526841891466802,-26.771729846432823,37.73236106677761,602.328,-408424606.0,9.87785963551766,-0.0590674848255434,0.0718365859288717,-1,0.0292898103220116
2020-04-15 00:00:00+05:30,570.5,548.0,49.6824467600224,-8.128081990971395,-23.04300027534054,38.20504956200778,599.182,-442306188.0,7.842172586834595,-0.0854197889789747,0.0697773365044252,1,0.0817518248175181
2020-04-16 00:00:00+05:30,548.0,556.7,51.1540129781877,-6.245542673022328,-19.683508754876897,36.92254602186436,596.5540000000001,-406377660.0,9.618981982868968,-0.0668070283662501,0.0693731232821549,1,0.0592778875516435
2020-04-17 00:00:00+05:30,579.55,583.35,55.45187409336947,-2.573518504566323,-16.261510704814782,36.39236416315977,594.7650000000001,-374464714.0,18.7843616371411,-0.0191924541625685,0.0669009812815785,1,0.114082454787006
